;id_reference;type_reference;designation;programme;code_filiere;coeff_avion;magasin;livrable;constituant;famille_code_filiere;norm_mat_inge;norm_mat_fab;indice_manufacturing;avion_impacte_pp;priorite_pp;indice_client_pp;classe_piece_ref_pp;procedes_speciaux_ind;cms_mat_pp;fournisseur_cmde;supplier_cmde;rang_appro;type_cycle;quantite_commande;cycle_negocie;quantite_receptionnee;etat_reference;etat_reference.1;supplier_achat;fournisseur_achat;indice_client.1;autonomie_matiere;autonomie_quincaillerie;quantite_FAI;type_cycle.1;cycle_fil_rouge_1ere_commande;cycle_fil_rouge_recommande;NRC_fil_rouge_total;RC_fil_rouge;cycle_standard_1ere_commande;cycle_standard_recommande;NRC_standard_total;RC_standard;devise;lag_time;date_reception_OMP_new;date_besoin_client_new;date_transmission_proc_new;date_emission_commande_new;date_livraison_contractuelle_new;date_livraison_previsionnelle_S_new;date_reception_effective_new;date_livraison_contractuelle_initiale_new;date_liberation_new;date_affectation_new;total_cycle_duration_new
1708;19930;PE;SPLICE ASSY, CRAWLWAY;programme_2;code_filiere_10;10.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;A.3;P2_MSN1;P1;A;2.0;-;B0QQA2505A0-04;fournisseur_9;supplier_9;1;Speedshop;10;23.0;10;Stock Available;Stock disponible;supplier_9;fournisseur_9;A00;False;False;10.0;Speedshop;23.0;23.0;0.007010817;0.001001807;46.0;46.0;0.004673878;0.000667869;devise_2;-220;1403049600000000000;1396828800000000000;1410998400000000000;1413331200000000000;1416009600000000000;1415923200000000000;1415750400000000000;1416009600000000000;1415836800000000000;1413158400000000000;12787200.0
1709;19931;PE;Bracket Assy Hydraulic;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;A.3;P2_MSN1;P0;A;3.0;-;B0QQA2505A0-02;fournisseur_9;supplier_9;1;Speedshop;5;20.0;5;Stock Available;Stock disponible;supplier_9;fournisseur_9;A00;False;False;5.0;Speedshop;20.0;20.0;0.007010817;0.001307659;40.0;40.0;0.004673878;0.000871823;devise_2;-187;1397779200000000000;1398902400000000000;1410998400000000000;1411430400000000000;1413763200000000000;1415577600000000000;1415059200000000000;1413763200000000000;1415059200000000000;1411344000000000000;17280000.0
1710;19935;PE;BEAM, LATERAL, FS 473.00;programme_2;code_filiere_19;1.0;magasin_13;False;False;famille_code_filiere_3;B0518012JA;B0518012JA;A.4;P2_MSN3;P0;A;2.0;A025;B0518012JA;fournisseur_12;supplier_12;2;Standard;2;50.0;2;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;False;False;3.0;Standard;30.0;30.0;0.02232773;0.023321231;60.0;60.0;0.02232773;0.018626218;devise_2;-1;1411430400000000000;1417392000000000000;1411516800000000000;1414108800000000000;1418342400000000000;1418342400000000000;1417478400000000000;1418342400000000000;1417478400000000000;1412208000000000000;6048000.0
1711;19961;PE EQUIPEE;FITTING ASSY, OVERHEAD RACK;programme_2;code_filiere_14;1.0;magasin_14;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A.5;P2_MSN1;P1;A;3.0;-;B0QQA25012I5-01;fournisseur_12;supplier_12;1;Speedshop;4;40.0;1;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;False;False;4.0;Speedshop;40.0;40.0;0.037137401;0.011491459;80.0;80.0;0.037137401;0.00583027;devise_2;-59;1411948800000000000;1414713600000000000;1412812800000000000;1413417600000000000;1417996800000000000;1417996800000000000;1419379200000000000;1418601600000000000;1419811200000000000;1413331200000000000;7862400.0
1712;19962;PE;ANGLE, HYDRAULIC;programme_2;code_filiere_10;1.0;magasin_15;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;-;P2_MSN1;P1;A;2.0;-;B0QQA2505A0-04;fournisseur_9;supplier_9;1;Speedshop;5;20.0;5;Stock Available;Stock disponible;supplier_9;fournisseur_9;A00;False;False;5.0;Speedshop;20.0;20.0;0.007010817;0.002167858;40.0;40.0;0.004673878;0.000904281;devise_2;-41;1409702400000000000;1412294400000000000;1410220800000000000;1412121600000000000;1414627200000000000;1415923200000000000;1415577600000000000;1414368000000000000;1415836800000000000;1410912000000000000;6134400.0
1713;19963;PE;BRACKET, HYDRAULIC;programme_2;code_filiere_1;1.0;magasin_15;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;-;P2_MSN1;P1;A;3.0;-;B0QQA2505A0-04;fournisseur_9;supplier_9;1;Speedshop;5;20.0;5;Stock Available;Stock disponible;supplier_9;fournisseur_9;A00;False;False;5.0;Speedshop;20.0;20.0;0.03365192;0.002379209;40.0;40.0;0.022433406;0.001273994;devise_2;-69;1409702400000000000;1412294400000000000;1410220800000000000;1412121600000000000;1415145600000000000;1417996800000000000;1418169600000000000;1414368000000000000;1418256000000000000;1410912000000000000;8553600.0
1714;19965;PE EQUIPEE;BRACKET ASSY  DRAINAGE;programme_2;code_filiere_10;2.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;A.5;P2_MSN4;P1;A;3.0;A025;B0QQA2505A0-01;fournisseur_13;supplier_13;1;Standard;6;49.0;6;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;20.0;Standard;37.0;25.0;0.018475073;0.001266614;74.0;50.0;0.011096774;0.000705798;devise_1;-852;1412294400000000000;1418947200000000000;1414454400000000000;1480032000000000000;1491523200000000000;1492473600000000000;1492560000000000000;1485734400000000000;1492560000000000000;1479859200000000000;80265600.0
1715;19967;PE EQUIPEE;BRACKET ASSY  DRAINAGE;programme_2;code_filiere_10;2.0;magasin_14;True;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;B;P2_MSN5;P0;A00;3.0;BAPS: 144-005, 188-000, 151-001, 151-010, 151-029, 157-028;B0QQA2505A0-01;fournisseur_13;supplier_13;1;Standard;9;49.0;9;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;10.0;Standard;37.0;25.0;0.018475073;0.001266614;74.0;50.0;0.011096774;0.000705798;devise_1;-769;1474416000000000000;1418947200000000000;1474502400000000000;-9223372036854775808;1480377600000000000;1485475200000000000;1485388800000000000;1479859200000000000;1485388800000000000;1475107200000000000;10972800.0
1716;19968;PE;DOUBLER;programme_2;code_filiere_20;1.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;B.3;P2_MSN1;P1;A;2.0;-;B0BAMS516024P2-01;fournisseur_17;supplier_17;1;Speedshop;4;20.0;4;Stock Available;Stock disponible;supplier_17;fournisseur_17;A00;False;False;4.0;Speedshop;20.0;20.0;0.016066455;0.010484522;40.0;40.0;0.014605868;0.007955858;devise_2;-87;1407283200000000000;1408838400000000000;1407801600000000000;1412640000000000000;1415318400000000000;1415318400000000000;1415318400000000000;1412294400000000000;1416355200000000000;-9223372036854775808;9072000.0
1717;19972;PE;BEAM ASSY, SUPPORT, FLOOR PANEL;programme_2;code_filiere_1;18.0;magasin_14;True;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;B.3;P2_MSN1;P0;A;2.0;-;B0QQA2505A0-02;fournisseur_16;supplier_16;1;Standard;36;30.0;34;Stock Available;Stock disponible;supplier_16;fournisseur_16;A00;False;False;36.0;Standard;20.0;20.0;0.051412655;0.000914642;40.0;40.0;0.034275104;0.000609748;devise_2;-205;1399420800000000000;1404086400000000000;1412812800000000000;1415059200000000000;1420761600000000000;1421366400000000000;1421366400000000000;1418774400000000000;1421798400000000000;1414972800000000000;22377600.0
1718;19972;PE;BEAM ASSY, SUPPORT, FLOOR PANEL;programme_2;code_filiere_1;18.0;magasin_14;True;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;B.3;P2_MSN1;P0;A;2.0;-;B0QQA2505A0-02;fournisseur_16;supplier_16;2;Standard;2;30.0;2;Stock Available;Stock disponible;supplier_16;fournisseur_16;A00;False;False;36.0;Standard;20.0;20.0;0.051412655;0.000914642;40.0;40.0;0.034275104;0.000609748;devise_2;-224;1399420800000000000;1404086400000000000;1412812800000000000;1415059200000000000;1422835200000000000;1423094400000000000;1423440000000000000;1418774400000000000;1423440000000000000;1414972800000000000;24019200.0
1719;20074;PE;SKIN, FWD LAT PANEL;programme_2;code_filiere_57;2.37032737404;magasin_15;True;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;-;P2_MSN1;P0;;1.0;-;B0BAMS516024P2-01;fournisseur_2;supplier_2;3;Speedshop;1;35.0;1;Stock Available;Stock disponible;supplier_2;fournisseur_2;A00;False;False;1.0;Speedshop;25.0;38.9047501237;0.513148451;0.834969996;50.0;77.8095002474;0.513148451;0.595817664;devise_2;-281;1389744000000000000;1398297600000000000;1400112000000000000;1389830400000000000;1403222400000000000;1422921600000000000;1422576000000000000;1395964800000000000;1422576000000000000;1383177600000000000;32832000.0
1720;20074;PE;SKIN, FWD LAT PANEL;programme_2;code_filiere_57;2.37032737404;magasin_15;True;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;-;P2_MSN1;P0;;1.0;-;B0BAMS516024P2-01;fournisseur_2;supplier_2;2;Speedshop;1;35.0;1;Stock Available;Stock disponible;supplier_2;fournisseur_2;A00;False;False;1.0;Speedshop;25.0;38.9047501237;0.513148451;0.834969996;50.0;77.8095002474;0.513148451;0.595817664;devise_2;-284;1389744000000000000;1398297600000000000;1400112000000000000;1389830400000000000;1403222400000000000;1424995200000000000;1422576000000000000;1395964800000000000;1422835200000000000;1383177600000000000;33091200.0
1721;20074;PE;SKIN, FWD LAT PANEL;programme_2;code_filiere_57;2.37032737404;magasin_15;True;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;-;P2_MSN1;P0;;1.0;-;B0BAMS516024P2-01;fournisseur_2;supplier_2;1;Speedshop;1;35.0;1;Stock Available;Stock disponible;supplier_2;fournisseur_2;A00;False;False;1.0;Speedshop;25.0;38.9047501237;0.513148451;0.834969996;50.0;77.8095002474;0.513148451;0.595817664;devise_2;-68;1389744000000000000;1398297600000000000;1400112000000000000;1392336000000000000;1403222400000000000;1403740800000000000;1404086400000000000;1395964800000000000;1404172800000000000;1383177600000000000;14428800.0
1722;20090;PE;FISH PLATE inboard;programme_2;code_filiere_10;20.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/12;AMS-QQ-A-250/12;B2;P2_MSN1;P0;;2.0;144-005;B0QQA25012I0-01;fournisseur_11;supplier_11;2;Speedshop;92;36.0;92;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.000771733;72.0;77.8095002474;0.012786739;0.000385867;devise_2;-120;1387756800000000000;1390262400000000000;1387843200000000000;1397174400000000000;1397001600000000000;1400630400000000000;1400630400000000000;1393200000000000000;1400630400000000000;1388707200000000000;12873600.0
1723;20090;PE;FISH PLATE inboard;programme_2;code_filiere_10;20.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/12;AMS-QQ-A-250/12;B2;P2_MSN1;P0;;2.0;144-005;B0QQA25012I0-01;fournisseur_11;supplier_11;1;Speedshop;100;36.0;8;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.000771733;72.0;77.8095002474;0.012786739;0.000385867;devise_2;-94;1387756800000000000;1390262400000000000;1387843200000000000;1397174400000000000;1397001600000000000;1398384000000000000;1398384000000000000;1393200000000000000;1398384000000000000;1388707200000000000;10627200.0
1724;20091;PE;FISH PLATE inboard;programme_2;code_filiere_10;20.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A3;P2_MSN1;P0;;2.0;144-005;B0QQA25012I0-01;fournisseur_11;supplier_11;2;Speedshop;92;36.0;92;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.000771733;72.0;77.8095002474;0.012786739;0.000385867;devise_2;-126;1387756800000000000;1390262400000000000;1387843200000000000;1397174400000000000;1397001600000000000;1401062400000000000;1401062400000000000;1393200000000000000;1401148800000000000;1388707200000000000;13392000.0
1725;20091;PE;FISH PLATE inboard;programme_2;code_filiere_10;20.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A3;P2_MSN1;P0;;2.0;144-005;B0QQA25012I0-01;fournisseur_11;supplier_11;1;Speedshop;100;36.0;8;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.000771733;72.0;77.8095002474;0.012786739;0.000385867;devise_2;-106;1387756800000000000;1390262400000000000;1387843200000000000;1397174400000000000;1397001600000000000;1398643200000000000;1399334400000000000;1393200000000000000;1399420800000000000;1388707200000000000;11664000.0
1726;20095;PE;DOOR DOUBLER;programme_2;code_filiere_61;1.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;A.4;P2_MSN1;P0;;2.0;-;B0BAMS516024P2-01;fournisseur_17;supplier_17;1;Speedshop;2;20.0;1;Stock Available;Stock disponible;supplier_17;fournisseur_17;;False;False;2.0;Speedshop;20.0;20.0;0.047176576;0.128960983;40.0;40.0;0.047176576;0.10832542;devise_2;8;1391472000000000000;1397779200000000000;1391472000000000000;1396396800000000000;1395964800000000000;1396569600000000000;1396828800000000000;1395964800000000000;1397088000000000000;-9223372036854775808;5616000.0
1727;20113;PE;DOUBLER, STGR 20, FWD LWR PANEL;programme_2;code_filiere_14;4.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.4;P2_MSN1;P1;;2.0;-;B0BAMS516003K4-02;fournisseur_12;supplier_12;2;Speedshop;7;30.0;7;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;8.0;Speedshop;30.0;30.0;0.056626988;0.007858032;60.0;60.0;0.056626988;0.00316302;devise_2;-34;1409011200000000000;1412294400000000000;1409875200000000000;1413504000000000000;1416528000000000000;1415232000000000000;1415232000000000000;1414022400000000000;1415232000000000000;1410307200000000000;6220800.0
1728;20113;PE;DOUBLER, STGR 20, FWD LWR PANEL;programme_2;code_filiere_14;4.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.4;P2_MSN1;P1;;2.0;-;B0BAMS516003K4-02;fournisseur_12;supplier_12;1;Speedshop;8;30.0;1;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;8.0;Speedshop;30.0;30.0;0.056626988;0.007858032;60.0;60.0;0.056626988;0.00316302;devise_2;-34;1409011200000000000;1412294400000000000;1409875200000000000;1413504000000000000;1414022400000000000;1415059200000000000;1415059200000000000;1414022400000000000;1415232000000000000;1410307200000000000;6220800.0
1729;20114;PE;DOUBLER, STGR 20, FWD LWR PANEL;programme_2;code_filiere_14;4.0;magasin_14;True;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.3;P2_MSN1;P1;;2.0;-;B0BAMS516003K4-02;fournisseur_15;supplier_15;1;Speedshop;8;30.0;1;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;8.0;Speedshop;30.0;30.0;0.056626988;0.007858032;60.0;60.0;0.056626988;0.00316302;devise_2;-34;1409011200000000000;1412294400000000000;1409875200000000000;1413504000000000000;1414022400000000000;1415059200000000000;1415059200000000000;1414022400000000000;1415232000000000000;1410307200000000000;6220800.0
1730;20114;PE;DOUBLER, STGR 20, FWD LWR PANEL;programme_2;code_filiere_14;4.0;magasin_14;True;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A.3;P2_MSN1;P1;;2.0;-;B0BAMS516003K4-02;fournisseur_15;supplier_15;2;Speedshop;7;30.0;6;Stock Available;Stock disponible;supplier_12;fournisseur_12;;False;False;8.0;Speedshop;30.0;30.0;0.056626988;0.007858032;60.0;60.0;0.056626988;0.00316302;devise_2;-59;1409011200000000000;1412294400000000000;1409875200000000000;1413504000000000000;1417737600000000000;1417737600000000000;1417392000000000000;1414022400000000000;1417392000000000000;1410307200000000000;8380800.0
1731;21129;PE;EPR-TS-BA-BLS9500;programme_2;code_filiere_10;2.37032737404;magasin_3;True;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;A;;P2;A00;3.0;;B0QQA2504A0-01;fournisseur_13;supplier_13;1;Standard;240;42.0;240;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;240.0;Standard;21.0;14.0;0.009374929;0.000135869;42.0;28.0;0.006249953;7.54825e-05;devise_2;-97;1428451200000000000;1430352000000000000;1428969600000000000;1435708800000000000;1438732800000000000;1438560000000000000;1438646400000000000;1438732800000000000;1438732800000000000;1430956800000000000;10281600.0
1732;21130;PE;EPR-TS-BA-BLS9520;programme_2;code_filiere_10;2.37032737404;magasin_3;True;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;a;;P2;A00;3.0;;B0QQA2504A0-01;fournisseur_13;supplier_13;1;Standard;50;42.0;45;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;50.0;Standard;21.0;14.0;0.009374929;0.000150965;42.0;28.0;0.006249953;6.0386e-05;devise_2;-96;1428451200000000000;1430352000000000000;1428969600000000000;1435708800000000000;1438732800000000000;1438560000000000000;1438646400000000000;1438732800000000000;1438646400000000000;1430956800000000000;10195200.0
1733;21457;PE;UPLOCK SKIN  REAR LOWER SHELL;programme_2;code_filiere_24;1.0;magasin_13;True;False;famille_code_filiere_4;AMS-QQ-A-250/4;AMS-QQ-A-250/4;a;P2_MSN1;P0;A00;2.0;;B0QQA2504B4-01;fournisseur_15;supplier_15;1;Speedshop;5;25.0;5;Stock Available;Stock disponible;supplier_12;fournisseur_12;A00;True;False;5.0;Speedshop;25.0;45.0;0.016606155;0.006034979;50.0;90.0;0.009057903;0.003174191;devise_2;-148;1429660800000000000;1430870400000000000;1429747200000000000;1431907200000000000;1434672000000000000;1434672000000000000;1435104000000000000;1434672000000000000;1443657600000000000;1431475200000000000;13996800.0
1734;21506;PE EQUIPEE;BRACKET ASSY  LANDING GEAR;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A;P2_MSN5;P0;A00;3.0;BAPS: 144-005, 188-001, 176-002, 151-001, 151-010, 151-029, 157-028;B0QQA25012I4-01;fournisseur_15;supplier_15;1;Standard;5;65.0;5;Stock Available;Stock disponible;supplier_15;fournisseur_15;A00;True;False;1.0;Standard;55.0;60.0;0.041062492;0.001498167;110.0;120.0;0.028532393;0.000901046;devise_2;-80;1487808000000000000;1466985600000000000;1487894400000000000;1467676800000000000;1473379200000000000;1473897600000000000;1473897600000000000;1475193600000000000;1473897600000000000;1467158400000000000;-13910400.0
1735;21508;PE EQUIPEE;BRACKET ASSY  LANDING GEAR;programme_2;code_filiere_10;1.0;magasin_14;True;False;famille_code_filiere_1;AMS-QQ-A-250/5;AMS-QQ-A-250/5;A;P2_MSN5;P0;A00;3.0;BAPS: 144-005, 188-000;B0QQA2505A0-02;fournisseur_13;supplier_13;1;Standard;5;47.0;5;Stock Available;Stock disponible;supplier_13;fournisseur_13;A00;True;False;5.0;Standard;37.0;25.0;0.018475073;0.001266614;74.0;50.0;0.011096774;0.000705798;devise_1;-149;1464739200000000000;1466985600000000000;1465430400000000000;1466121600000000000;1476403200000000000;1479859200000000000;1479859200000000000;1471824000000000000;1479859200000000000;1466035200000000000;15120000.0
1736;22082;PE EQUIPEE;BEAM ASSY, SUPPORT, FLOOR PANEL;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_1;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_13;supplier_13;1;Standard;9;43.0;9;Stock Available;Stock disponible;supplier_13;fournisseur_13;;True;False;1.0;Standard;36.0;38.9047501237;0.0;0.001347514;72.0;77.8095002474;0.0;0.001347514;devise_2;-179;1430956800000000000;1431129600000000000;1431475200000000000;1432684800000000000;1445990400000000000;1445990400000000000;1446595200000000000;1437955200000000000;1446595200000000000;1432598400000000000;15638400.0
1737;22083;PE EQUIPEE;BEAM ASSY, SUPPORT, FLOOR PANEL;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_1;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_13;supplier_13;2;Standard;1;43.0;1;Stock Available;Stock disponible;supplier_13;fournisseur_13;;True;False;1.0;Standard;36.0;38.9047501237;0.0;0.001347514;72.0;77.8095002474;0.0;0.001347514;devise_2;-29;1430956800000000000;1447027200000000000;1431475200000000000;1432684800000000000;1445990400000000000;1448928000000000000;1449532800000000000;1437955200000000000;1449532800000000000;1432598400000000000;18576000.0
1738;22083;PE EQUIPEE;BEAM ASSY, SUPPORT, FLOOR PANEL;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_1;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_13;supplier_13;1;Standard;9;43.0;8;Stock Available;Stock disponible;supplier_13;fournisseur_13;;True;False;1.0;Standard;36.0;38.9047501237;0.0;0.001347514;72.0;77.8095002474;0.0;0.001347514;devise_2;5;1430956800000000000;1447027200000000000;1431475200000000000;1432684800000000000;1445990400000000000;1445990400000000000;1446595200000000000;1437955200000000000;1446595200000000000;1432598400000000000;15638400.0
1739;22084;PE EQUIPEE;BEAM ASSY, SUPPORT, FLOOR PANEL;programme_2;code_filiere_16;1.0;magasin_14;True;False;famille_code_filiere_1;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_13;supplier_13;1;Standard;5;43.0;5;Stock Available;Stock disponible;supplier_13;fournisseur_13;;True;False;1.0;Standard;36.0;38.9047501237;0.0;0.00104815;72.0;77.8095002474;0.0;0.00104815;devise_2;5;1430956800000000000;1447027200000000000;1431475200000000000;1432684800000000000;1445990400000000000;1445990400000000000;1446595200000000000;1437955200000000000;1446595200000000000;1432598400000000000;15638400.0
1740;22089;PE;SKIN IVT, FWD UPPER PANEL;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_2;supplier_2;1;Standard;1;45.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;3;1431302400000000000;1439769600000000000;1431475200000000000;1431993600000000000;1437609600000000000;1439251200000000000;1439510400000000000;1437609600000000000;1439510400000000000;-9223372036854775808;8208000.0
1741;22090;PE;SKIN IVT;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_2;supplier_2;1;Standard;1;45.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;3;1431302400000000000;1439769600000000000;1431475200000000000;1431993600000000000;1437609600000000000;1439251200000000000;1439510400000000000;1437609600000000000;1439510400000000000;-9223372036854775808;8208000.0
1742;22091;PE;SKIN, FWD LOWER PANEL;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_2;supplier_2;1;Standard;1;45.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;17;1431302400000000000;1440979200000000000;1431475200000000000;1431993600000000000;1437609600000000000;1439251200000000000;1439510400000000000;1437609600000000000;1439510400000000000;-9223372036854775808;8208000.0
1743;22092;PE;SKIN, AFT LOWER PANEL;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_2;supplier_2;1;Standard;1;45.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;10;1431302400000000000;1440374400000000000;1431475200000000000;1431993600000000000;1437609600000000000;1440720000000000000;1439510400000000000;1437609600000000000;1439510400000000000;-9223372036854775808;8208000.0
1744;22093;PE;SKIN, FWD LAT PANEL;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_2;supplier_2;1;Standard;1;45.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;3;1431302400000000000;1439769600000000000;1431475200000000000;1431993600000000000;1437609600000000000;1439251200000000000;1439510400000000000;1437609600000000000;1439510400000000000;-9223372036854775808;8208000.0
1745;22094;PE;SKIN, AFT LAT PANEL, RH;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_2;supplier_2;1;Standard;1;45.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;3;1431302400000000000;1439769600000000000;1431475200000000000;1431993600000000000;1437609600000000000;1439251200000000000;1439510400000000000;1437609600000000000;1439510400000000000;-9223372036854775808;8208000.0
1746;22101;PE;SKIN IVT;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_2;supplier_2;1;Standard;1;45.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;3;1431302400000000000;1439769600000000000;1431475200000000000;1431993600000000000;1437609600000000000;1439251200000000000;1439510400000000000;1437609600000000000;1439510400000000000;-9223372036854775808;8208000.0
1747;22102;PE;AFT LHS PANEL;programme_2;code_filiere_57;1.0;magasin_9;True;False;famille_code_filiere_4;;;;P2_Test4;P1;;2.12111947319;;;fournisseur_2;supplier_2;1;Standard;1;45.0;1;Stock Available;Stock disponible;;;;0.6213003961780471;0.017245397343276625;10.2491260778;;200.93254717;38.9047501237;0.055465358927;0.0161577308311;401.86509434;77.8095002474;0.0405427079029;0.0115291484465;;-30;1431302400000000000;1436918400000000000;1431475200000000000;1431993600000000000;1437609600000000000;1439251200000000000;1439510400000000000;1437609600000000000;1439510400000000000;-9223372036854775808;8208000.0
1748;22119;PE;SUPPORT, SENSOR, MLG DOOR;programme_2;code_filiere_24;2.0;magasin_13;True;False;famille_code_filiere_1;BAMS 516-003;BAMS 516-003;;P2_MSN1;P0;A00;2.0;;B0BAMS516003K4-02;fournisseur_15;supplier_15;1;Standard;10;60.0;7;Stock Available;Stock disponible;supplier_12;fournisseur_12;;True;False;10.0;Standard;50.0;55.0;0.035854198;0.001792866;100.0;110.0;0.024078925;0.001047896;devise_2;-455;1431475200000000000;1432512000000000000;1431907200000000000;1458518400000000000;1466035200000000000;1471824000000000000;1471824000000000000;1466035200000000000;1471824000000000000;1458518400000000000;40348800.0
