,Unnamed: 0,id_reference,type_reference,designation,programme,code_filiere,coeff_avion,magasin,livrable,constituant,famille_code_filiere,norm_mat_inge,norm_mat_fab,indice_manufacturing,avion_impacte_pp,priorite_pp,indice_client_pp,classe_piece_ref_pp,procedes_speciaux_ind,cms_mat_pp,fournisseur_cmde,supplier_cmde,rang_appro,type_cycle,quantite_commande,cycle_negocie,quantite_receptionnee,etat_reference,etat_reference.1,supplier_achat,fournisseur_achat,indice_client.1,autonomie_matiere,autonomie_quincaillerie,quantite_FAI,type_cycle.1,cycle_fil_rouge_1ere_commande,cycle_fil_rouge_recommande,NRC_fil_rouge_total,RC_fil_rouge,cycle_standard_1ere_commande,cycle_standard_recommande,NRC_standard_total,RC_standard,devise,lag_time,date_besoin_client_new,date_transmission_proc_new,date_emission_commande_new,date_livraison_contractuelle_new,date_livraison_previsionnelle_S_new,date_reception_effective_new,date_livraison_contractuelle_initiale_new,date_affectation_new,total_cycle_duration_new,total_cycle_duration_predict
161,161,15232,0,881,2,26,1.0,5,False,False,4,47,47,14,12,1,3,2.0,1,38,8,8,1,1,3,25.0,3,4,4,9,9,5,1,1,3.0,1,25.0,25.0,0.040760562,0.016973604,50.0,50.0,0.040760562,0.016973604,2,-75,66,105,59,101,92,99,108,77,70.0,108.988096168
2129,2130,26792,0,1439,2,0,1.0,5,True,False,1,21,21,32,8,3,2,2.0,157,0,3,3,1,2,5,80.0,5,4,4,4,4,2,2,1,5.0,2,70.0,50.0,0.181233079,0.00215437,140.0,100.0,0.09061654,0.001112023,1,-53,191,263,190,306,331,354,269,205,214.0,236.268922181
134,134,15198,0,1082,2,1,2.0,4,False,False,1,22,22,15,2,2,3,2.0,1,120,1,1,1,2,12,28.0,12,4,4,2,2,5,1,1,12.0,2,19.0,19.0,0.023309003,0.000743533,38.0,38.0,0.015534303,0.000401718,2,33,106,101,80,91,98,108,100,72,82.0,95.7823220204
1937,1938,25024,0,1307,2,9,1.0,4,True,False,3,34,34,3,9,2,2,2.0,33,21,5,5,3,2,3,65.0,3,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.001351849,110.0,120.0,0.020923755,0.000744473,2,-155,206,244,202,408,427,449,232,179,407.0,367.372587896
4081,4097,37549,0,1261,2,25,1.0,5,True,False,3,30,30,3,9,3,2,2.0,226,17,5,5,1,2,5,67.0,1,4,4,6,6,2,2,1,1.0,1,57.0,62.0,0.029055487,0.014461837,114.0,124.0,0.011104667,0.011104667,2,50,315,428,318,480,497,526,422,329,147.0,98.4846907667
1011,1011,17106,0,842,2,1,2.0,5,False,False,1,21,21,9,12,2,1,2.0,1,104,21,21,1,1,2,25.0,2,4,4,24,24,2,1,1,2.0,1,25.0,20.0,0.006134465,0.003293349,50.0,40.0,0.004089643,0.002195636,2,-7,106,138,93,129,121,131,134,107,59.0,73.2745574296
3611,3626,34162,0,1323,2,9,1.0,1,True,False,3,34,34,3,8,1,2,2.0,17,21,5,5,1,2,10,65.0,9,4,4,6,6,2,2,1,10.0,2,55.0,60.0,0.028875839,0.000730306,110.0,120.0,0.000534814,0.000534814,2,-210,261,433,324,511,519,556,420,334,297.0,238.965369159
4285,4301,40161,1,208,2,1,1.0,5,True,False,1,22,22,3,8,2,2,3.0,191,120,3,3,1,2,10,47.0,9,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-124,306,464,349,488,528,574,440,353,133.0,127.667794946
863,863,16699,1,285,2,1,11.0,4,False,False,1,22,22,13,2,2,1,3.0,1,120,3,3,1,2,50,49.0,12,4,4,4,4,2,2,1,50.0,2,37.0,25.0,0.018475073,0.00102497,74.0,50.0,0.011096774,0.000542855,1,-1032,73,126,357,457,511,546,420,337,1029.0,971.065457208
3595,3610,33786,0,1333,2,9,1.0,1,True,False,3,35,35,3,8,2,2,2.0,221,22,5,5,3,2,3,65.0,3,4,4,3,3,2,2,1,1.0,2,55.0,60.0,0.028875839,0.00170779,110.0,120.0,0.018308286,0.001193445,2,-42,261,363,268,385,410,432,353,280,134.0,152.908572816
4168,4184,38799,1,208,2,1,3.0,5,True,False,1,22,22,3,8,1,2,3.0,191,119,3,3,1,2,30,47.0,6,4,4,4,4,2,2,1,30.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-89,295,441,331,462,500,525,424,339,114.0,103.030516949
1792,1793,23018,0,1082,2,20,2.0,4,True,False,2,16,14,3,2,1,2,2.0,0,0,6,6,1,1,2,14.0,2,4,4,7,7,2,2,2,2.0,1,15.0,14.0,0.001939398,0.003554049,30.0,28.0,0.001939398,0.002369396,2,-43,143,224,157,241,245,263,206,166,48.0,92.4778154589
2790,2791,29897,1,1072,2,9,1.0,5,True,False,3,41,41,32,13,3,4,2.0,242,29,5,5,3,2,1,70.0,1,4,4,3,3,2,2,1,5.0,2,60.0,65.0,0.037092111,0.018468236,120.0,130.0,0.028532393,0.01432591,2,-102,251,366,234,346,442,464,324,248,245.0,281.672979858
341,341,15603,0,576,2,12,3.0,4,False,False,4,19,19,34,2,1,1,1.0,1,93,2,2,1,1,5,35.0,5,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.043945924,0.007013232,70.0,70.0,0.043945924,0.002318219,2,-94,73,11,12,137,148,127,12,7,286.0,228.121403476
46,46,15089,0,687,2,26,1.0,5,False,False,4,47,47,69,2,1,3,2.0,2,44,21,21,1,1,2,40.0,2,4,4,24,24,5,1,1,2.0,1,40.0,40.0,0.030193009,0.074459583,80.0,80.0,0.024154407,0.051241914,2,-187,9,89,55,83,78,85,93,60,217.0,155.583700206
3526,3541,33460,0,261,2,0,1.0,5,True,False,1,22,22,3,8,1,2,2.0,180,119,3,3,1,2,5,82.0,5,4,4,24,24,2,1,1,10.0,1,30.0,25.0,0.041918917,0.002068825,60.0,50.0,0.027945894,0.001379217,2,-210,230,371,303,463,487,510,455,112,243.0,262.727571552
1771,1772,22768,0,1075,2,20,1.0,4,True,False,2,0,0,0,2,1,0,2.12111947319,0,0,15,15,1,1,12,28.0,9,4,4,17,17,2,2,2,12.0,1,28.0,28.0,0.028152493,0.007038123,56.0,56.0,0.014076246,0.00184305,1,-159,142,222,166,254,259,279,217,173,172.0,179.776231235
650,650,16150,0,808,2,1,1.0,5,False,False,1,21,21,13,2,1,1,2.0,6,104,1,1,1,1,5,22.0,5,4,4,2,2,2,1,1,5.0,1,22.0,38.9047501237,0.023309003,0.004142632,44.0,77.8095002474,0.015534303,0.002256173,2,-62,77,83,81,95,107,116,77,57,122.0,130.458297056
1172,1172,17542,0,866,2,2,1.0,4,False,False,4,47,47,14,2,2,1,2.0,1,45,8,8,1,1,3,35.0,3,4,4,9,9,2,1,1,5.0,1,30.0,30.0,0.027173708,0.013284924,60.0,60.0,0.027173708,0.013284924,2,-60,119,180,125,182,181,196,170,137,88.0,114.009455703
3653,3668,34423,0,1346,2,26,1.0,5,True,False,4,47,47,3,8,1,2,2.0,221,45,5,5,2,2,4,50.0,4,4,4,3,3,2,2,1,1.0,2,50.0,55.0,0.046388539,0.009974377,100.0,110.0,0.006262045,0.006262045,2,-72,248,368,272,375,410,432,316,287,126.0,148.402041315
2082,2083,26587,0,177,2,5,1.0,3,True,False,4,19,19,3,7,2,2,3.0,164,0,5,5,1,1,3,18.0,3,4,4,3,3,2,2,1,3.0,1,18.0,38.9047501237,0.04867113,0.00133761,36.0,77.8095002474,0.0,0.0,2,-18,175,259,173,257,266,289,222,188,46.0,86.9120775228
397,397,15691,0,1248,2,9,1.0,5,False,False,3,39,39,25,2,1,1,2.0,2,27,2,2,1,2,2,36.0,2,4,4,3,3,2,1,1,2.0,2,36.0,36.0,0.019670745,0.00425975,72.0,72.0,0.019670745,0.004259781,2,-98,23,26,14,9,20,24,24,15,132.0,142.597751139
2006,2007,25892,0,800,2,5,1.0,3,True,False,4,19,19,3,7,2,2,2.0,33,87,5,5,2,1,2,35.0,2,4,4,3,3,2,2,1,3.0,1,35.0,38.9047501237,0.018115805,0.00193242,70.0,77.8095002474,0.018115805,0.00193242,2,-123,162,247,169,258,276,299,223,182,142.0,168.936903842
3452,3467,33214,1,417,2,0,1.0,5,True,False,1,21,21,3,8,2,2,2.0,197,102,3,3,2,2,5,82.0,5,4,4,4,4,2,2,1,5.0,2,58.0,25.0,0.193216188,0.002596171,116.0,50.0,0.086967742,0.00125872,1,-299,213,356,259,486,516,560,366,273,315.0,323.053606985
1660,1661,19873,0,151,2,25,1.0,4,False,False,3,37,37,13,2,1,1,2.0,1,23,2,2,2,1,1,30.0,1,4,4,3,3,2,1,1,2.0,1,30.0,30.0,0.221452133,0.040879975,60.0,60.0,0.221452133,0.036184962,2,-148,78,146,112,169,167,183,141,110,100.0,138.231528697
1044,1044,17212,1,190,2,5,1.0,11,False,False,4,19,19,13,2,2,1,2.0,1,100,2,2,2,1,3,46.0,3,4,4,3,3,2,1,1,4.0,1,46.0,38.9047501237,0.056626988,0.012247341,92.0,77.8095002474,0.056626988,0.007552328,2,-82,108,148,112,182,159,198,153,111,119.0,126.214830922
1723,1724,20091,0,540,2,1,20.0,4,False,False,1,19,19,25,2,1,0,2.0,2,74,1,1,2,1,92,36.0,92,4,4,2,2,2,1,1,5.0,1,36.0,38.9047501237,0.019180109,0.000771733,72.0,77.8095002474,0.012786739,0.000385867,2,-126,28,32,41,48,61,68,34,22,155.0,139.325000928
3799,3814,35311,0,81,2,3,1.0,5,True,False,4,47,47,3,8,2,2,2.0,229,37,5,5,2,1,4,80.0,4,4,4,6,6,2,2,1,5.0,1,60.0,70.0,0.065801889,0.016907557,120.0,140.0,0.010284862,0.010284862,2,-38,246,383,280,409,378,401,385,293,67.0,62.5255975551
2020,2021,26016,1,546,2,5,2.0,3,True,False,4,19,19,3,7,2,2,2.0,34,87,5,5,1,1,10,35.0,10,4,4,3,3,2,2,1,10.0,1,35.0,38.9047501237,0.015096504,0.001562333,70.0,77.8095002474,0.015096504,0.001562333,2,-61,167,247,169,258,273,296,223,182,85.0,121.586898991
304,304,15569,0,1292,2,9,1.0,4,False,False,3,31,31,56,2,1,1,2.0,1,18,2,2,1,1,2,26.0,2,4,4,3,3,2,1,1,2.0,1,26.0,26.0,0.019670745,0.004279135,52.0,52.0,0.019670745,0.004284539,2,-84,28,6,3,16,13,14,5,5,160.0,138.777367498
3851,3866,35827,0,158,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,11,87,5,5,3,2,1,60.0,1,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.002799292,100.0,110.0,0.021050566,0.001726059,2,-149,243,395,294,406,463,485,384,307,154.0,143.10847897
3569,3584,33502,0,1050,2,15,1.0,5,True,False,4,19,19,3,8,1,2,2.0,221,87,5,5,1,1,5,50.0,1,4,4,3,3,2,2,1,1.0,1,50.0,55.0,0.032846974,0.002626538,100.0,110.0,0.021050566,0.001609469,2,-36,228,360,262,333,360,383,332,275,67.0,75.1951822123
4040,4055,37040,0,57,2,15,1.0,5,True,False,4,47,47,32,8,1,2,2.0,221,38,5,5,1,2,10,60.0,10,4,4,6,6,2,2,1,1.0,2,50.0,55.0,0.032846974,0.001621765,100.0,110.0,0.00098482,0.00098482,2,-83,267,418,310,438,449,471,406,324,92.0,118.984383942
2396,2397,28097,0,53,2,1,43.0,1,True,False,1,21,21,32,8,3,4,2.0,180,102,3,3,3,2,83,47.0,83,4,4,4,4,5,2,1,215.0,2,37.0,25.0,0.018475073,0.000687292,74.0,50.0,0.011096774,0.000421203,1,-214,246,438,330,481,505,533,421,338,405.0,281.279907645
1388,1388,19204,0,688,2,10,1.0,5,False,False,1,21,21,15,2,1,3,2.0,1,103,1,1,3,1,3,42.0,1,4,4,2,2,5,1,1,5.0,1,42.0,42.0,0.151063171,0.010583555,84.0,84.0,0.100708781,0.005688061,2,-235,35,83,80,141,160,174,92,0,198.0,237.533478508
454,454,15774,0,1377,2,5,1.0,4,False,False,4,19,19,14,2,1,1,2.0,1,93,2,2,2,2,2,61.0,2,4,4,3,3,2,1,1,5.0,2,35.0,35.0,0.056626988,0.007966878,70.0,70.0,0.056626988,0.003271865,2,-17,73,51,35,64,66,74,77,33,127.0,139.85914953
1321,1321,18258,0,797,2,1,1.0,4,False,False,1,22,22,1,11,0,0,3.0,1,122,1,1,1,1,1,20.0,1,4,4,0,0,0,0,0,10.2491260778,0,200.93254717,38.9047501237,0.055465358927,0.0161577308311,401.86509434,77.8095002474,0.0405427079029,0.0115291484465,0,-57,19,23,18,21,7,10,14,0,88.0,38.129931993
1966,1967,25411,0,1318,2,9,1.0,4,True,False,3,34,34,72,8,2,2,2.0,0,21,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.032246133,0.001284505,110.0,120.0,0.020923755,0.000710566,2,-4,204,248,203,299,313,336,234,182,237.0,248.254573564
2866,2867,30095,1,1181,2,3,1.0,5,True,False,4,47,47,32,13,3,4,2.0,237,54,5,5,4,2,1,80.0,1,4,4,6,6,2,2,1,5.0,2,60.0,70.0,0.186882496,0.10208679,120.0,140.0,0.145744522,0.063392939,2,-222,187,366,229,349,448,470,327,243,250.0,291.055848009
2804,2805,30041,1,1071,2,9,2.0,5,True,False,3,41,41,3,8,2,4,2.0,61,29,5,5,1,2,2,72.0,2,4,4,3,3,2,2,1,10.0,2,62.0,67.0,0.032146496,0.010451141,124.0,134.0,0.024728074,0.008105164,2,-145,194,366,234,343,403,425,326,248,195.0,201.908296302
3793,3808,35258,0,515,2,5,1.0,11,True,False,4,48,48,3,8,2,2,2.0,221,61,5,5,1,1,5,50.0,5,4,4,6,6,2,2,1,1.0,1,50.0,55.0,0.032844332,0.003649462,100.0,110.0,0.002178489,0.002178489,2,-94,231,381,286,389,406,428,367,300,101.0,80.8814732109
4010,4025,36945,0,176,2,7,1.0,11,True,False,4,19,19,3,8,1,2,3.0,221,89,5,5,2,2,4,60.0,3,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.001577027,100.0,110.0,0.021050566,0.000961999,2,-74,268,415,306,432,447,469,400,320,88.0,91.0569878828
396,396,15690,0,1305,2,9,1.0,4,False,False,3,33,33,25,2,1,1,2.0,2,20,2,2,1,2,2,36.0,2,4,4,3,3,2,1,1,2.0,2,36.0,36.0,0.019670745,0.004362653,72.0,72.0,0.019670745,0.004362588,2,-28,42,26,14,9,22,34,24,15,118.0,121.483214757
1110,1110,17390,0,80,2,7,1.0,4,False,False,4,19,19,14,2,2,1,2.0,1,87,2,2,2,1,2,30.0,1,4,4,3,3,2,1,1,4.0,1,30.0,35.0,0.060114281,0.007863703,60.0,70.0,0.060114281,0.003168756,2,-125,78,164,114,160,152,163,155,122,47.0,95.6167641542
2985,2986,30721,1,610,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,219,85,5,5,3,2,1,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.045138548,0.006071038,110.0,120.0,0.03260845,0.003715978,2,-125,200,329,238,400,395,417,324,252,167.0,155.236724653
2617,2618,29472,0,652,2,26,1.0,5,True,False,4,47,47,3,8,2,2,2.0,268,38,10,10,2,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.094207155,0.018226158,50.0,40.0,0.082636246,0.012668622,1,-157,201,312,220,381,420,442,278,233,231.0,254.438705607
3678,3693,34543,0,299,2,26,1.0,11,True,False,4,47,47,3,8,2,2,2.0,13,38,10,10,3,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.148080235,0.021215249,50.0,40.0,0.113907801,0.015155425,1,-126,237,370,274,391,439,461,309,288,157.0,166.475452518
3656,3671,34482,1,659,2,26,1.0,5,True,False,4,44,44,3,8,1,2,2.0,123,38,5,5,2,1,4,60.0,4,4,4,6,6,2,2,1,5.0,2,60.0,70.0,0.030400586,0.025920835,120.0,140.0,0.016173919,0.016173919,2,-93,223,370,271,366,396,418,314,285,102.0,100.707806793
1239,1239,17641,1,774,2,5,1.0,4,True,False,4,47,47,13,2,2,1,2.0,1,50,5,5,1,1,2,35.0,1,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.048912674,0.019863226,70.0,70.0,0.048912674,0.012314973,2,-98,121,190,137,214,210,231,181,140,119.0,132.212865524
2998,2999,30734,1,211,2,1,1.0,5,True,False,1,22,22,3,8,2,2,2.0,216,120,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-160,224,380,279,429,448,470,355,293,236.0,190.813852641
685,685,16209,0,52,2,1,2.0,5,False,False,1,22,22,13,2,1,1,2.0,1,122,1,1,1,1,20,22.0,20,4,4,2,2,2,1,1,10.0,1,22.0,38.9047501237,0.021874835,0.000738823,44.0,77.8095002474,0.014583223,0.000389943,2,-67,54,85,66,66,78,88,77,57,84.0,82.909988408
2224,2225,27085,1,88,2,7,1.0,5,True,False,4,19,19,3,9,3,2,2.0,166,89,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.027256437,0.001592051,110.0,120.0,0.015179233,0.001210059,2,67,259,269,193,309,325,348,259,204,196.0,181.6198061
922,922,16861,1,199,2,1,16.0,4,False,False,1,22,22,13,2,2,1,3.0,9,120,3,3,3,2,27,49.0,27,4,4,1,1,2,1,1,64.0,1,40.0,30.0,0.030193009,0.00048357,80.0,60.0,0.018870631,0.000483541,2,-1009,73,124,301,477,500,527,386,94,991.0,941.333676241
3739,3754,34986,0,62,2,1,4.0,5,True,False,1,21,21,0,8,2,2,2.0,180,104,21,21,1,1,20,25.0,20,4,4,24,24,2,1,1,20.0,1,25.0,25.0,0.016336833,0.009749156,50.0,50.0,0.010891222,0.006499498,2,790,238,377,38,69,53,62,80,58,-762.0,-700.02478171
891,891,16746,0,802,2,1,2.0,5,False,False,1,21,21,13,2,1,1,2.0,2,109,1,1,1,1,10,19.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.0,0.000687292,74.0,50.0,0.0,0.000421203,1,-106,57,122,92,102,109,121,109,338,70.0,66.3488920524
2273,2274,27235,0,1469,2,0,1.0,11,True,False,1,21,21,32,8,3,4,2.0,159,103,3,3,1,2,5,80.0,5,4,4,4,4,2,2,1,5.0,2,70.0,50.0,0.039648094,0.002519068,140.0,100.0,0.019824047,0.001609224,1,-54,207,295,190,292,313,336,269,205,224.0,246.475572212
283,283,15491,0,661,2,1,1.0,5,False,False,1,21,21,13,2,2,1,2.0,2,105,1,1,1,1,5,53.0,5,4,4,2,2,2,1,1,5.0,1,36.0,38.9047501237,0.100655943,0.001790989,72.0,77.8095002474,0.067103962,0.000923604,2,-194,30,37,84,119,110,121,44,27,214.0,240.108856053
4099,4115,38220,1,183,2,1,4.0,10,True,False,1,22,22,1,0,1,2,3.0,196,122,3,3,1,2,20,82.0,9,4,4,4,4,2,2,1,20.0,2,37.0,25.0,0.018475073,0.00102497,74.0,50.0,0.011096774,0.000542855,1,-133,289,435,329,485,509,541,438,337,143.0,155.771657821
1687,1688,19901,0,643,2,5,2.0,4,False,False,4,19,19,13,2,2,1,2.0,1,89,2,2,2,1,11,40.0,11,4,4,3,3,2,1,1,12.0,1,40.0,38.9047501237,0.056626988,0.008040008,80.0,77.8095002474,0.056626988,0.003344932,2,-32,108,159,114,161,150,161,156,118,57.0,63.4199195085
2170,2171,26850,0,372,2,7,2.0,5,True,False,4,44,44,3,8,4,2,2.0,164,37,5,5,1,2,10,60.0,10,4,4,3,3,2,2,1,10.0,2,50.0,55.0,0.031783577,0.000782681,100.0,110.0,0.019706373,0.000579686,2,70,218,266,186,272,286,309,253,196,128.0,129.554125897
3998,4013,36817,1,223,2,5,1.0,1,True,False,4,19,19,3,9,2,2,3.0,232,90,5,5,1,1,5,57.0,4,4,4,6,6,2,2,1,5.0,1,57.0,62.0,0.04100588,0.003080885,114.0,124.0,0.028928677,0.001872729,2,-84,263,417,305,427,449,471,395,318,94.0,89.178179397
2487,2488,28990,0,160,2,5,1.0,5,True,False,4,19,19,3,13,3,2,2.0,218,93,5,5,2,2,2,60.0,2,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.064613039,0.004002204,100.0,110.0,0.057064787,0.00249198,2,-63,267,303,223,394,438,460,300,237,268.0,272.874446866
2507,2508,29052,0,519,2,15,16.0,5,True,False,4,19,19,3,8,2,2,2.0,218,87,5,5,2,2,79,60.0,78,4,4,3,3,2,2,1,80.0,2,50.0,55.0,0.035854198,0.000688,100.0,110.0,0.024078925,0.000413576,2,-90,211,303,216,307,381,404,288,228,192.0,213.90084083
3245,3257,31730,0,1364,2,1,1.0,11,True,False,1,49,49,3,8,2,2,2.0,171,73,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.000687292,74.0,50.0,0.011096774,0.000421203,1,-141,210,343,247,337,420,442,315,261,186.0,205.063638408
3019,3020,31063,0,738,2,10,1.0,9,True,False,1,21,21,3,8,1,2,2.0,45,104,3,3,4,2,2,82.0,2,4,4,4,4,2,2,1,5.0,2,58.0,25.0,0.63368305,0.004739162,116.0,50.0,0.285184751,0.002335331,1,-293,194,334,247,469,505,535,351,261,324.0,311.998754967
1401,1401,19217,0,669,2,10,1.0,5,False,False,1,21,21,14,0,1,3,2.0,1,102,1,1,3,1,3,42.0,3,4,4,2,2,5,1,1,5.0,1,42.0,42.0,0.407128086,0.010040866,84.0,84.0,0.271418724,0.005415237,2,-231,35,83,79,141,155,169,92,58,194.0,204.588758725
940,940,16922,1,79,2,9,1.0,4,False,False,3,41,41,35,12,1,1,2.0,2,29,2,2,1,1,3,36.0,1,4,4,3,3,2,1,1,3.0,1,36.0,36.0,0.019670745,0.0190647,72.0,72.0,0.019670745,0.014369759,2,-157,87,128,96,182,183,199,129,96,169.0,206.880023144
4232,4248,39688,1,208,2,1,1.0,5,True,False,1,22,22,3,8,1,2,3.0,191,122,3,3,1,2,10,47.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-112,301,456,344,483,516,557,436,349,119.0,116.330657285
1652,1653,19859,0,1089,2,1,6.0,5,False,False,1,22,22,14,12,1,1,3.0,7,122,1,1,1,1,18,19.0,18,4,4,2,2,2,1,1,18.0,1,19.0,19.0,0.023309003,0.000738823,38.0,38.0,0.015534303,0.000409115,2,-7,98,141,92,112,111,122,116,97,50.0,48.6505745869
1018,1018,17133,0,127,2,5,1.0,4,False,False,4,47,47,13,2,1,1,2.0,6,55,2,2,1,1,1,46.0,1,4,4,3,3,2,1,1,3.0,1,46.0,51.0,0.056626988,0.011484666,92.0,102.0,0.056626988,0.006789653,2,-93,52,74,71,113,100,103,117,77,123.0,117.958054562
2038,2039,26144,0,1117,2,9,1.0,3,True,False,3,30,30,3,8,3,2,2.0,30,0,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.00313983,110.0,120.0,0.020923755,0.002322795,2,-169,159,252,187,278,295,318,257,186,174.0,254.125302344
2876,2877,30109,1,1183,2,3,2.0,5,True,False,4,47,47,3,8,2,4,2.0,237,54,5,5,6,2,2,80.0,1,4,4,6,6,2,2,1,10.0,2,60.0,70.0,0.186882496,0.108272825,120.0,140.0,0.145744522,0.067147126,2,-217,187,366,229,339,445,467,327,243,241.0,256.550166875
2828,2829,30052,1,211,2,1,1.0,1,True,False,1,22,22,3,8,2,2,2.0,42,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,30.0,0.018475073,0.001266614,74.0,60.0,0.011096774,0.000705798,1,-216,188,319,269,423,447,469,334,235,250.0,255.600292496
1875,1876,24436,1,116,2,9,1.0,4,True,False,3,0,0,0,14,1,0,2.12111947319,0,0,5,5,1,0,1,48.1282840237,1,4,4,3,3,0,1,1,1.0,1,200.93254717,38.9047501237,0.055465358927,0.0161577308311,401.86509434,77.8095002474,0.0405427079029,0.0115291484465,0,-11,149,234,163,245,253,274,210,171,22.0,6.58472605677
519,519,15869,0,155,2,9,1.0,4,False,False,3,38,38,25,2,1,1,2.0,2,24,2,2,1,2,2,30.0,1,4,4,3,3,2,1,1,2.0,2,35.0,35.0,0.06793427,0.03699363,70.0,70.0,0.06793427,0.032298669,2,-83,52,58,36,75,59,70,63,40,138.0,139.499286149
278,278,15466,0,1102,2,15,4.0,4,False,False,4,19,19,44,2,1,1,2.0,1,89,2,2,1,1,5,35.0,1,4,4,3,3,2,1,1,20.0,1,35.0,35.0,0.050784641,0.007419177,70.0,70.0,0.050784641,0.002724164,2,-115,12,19,20,12,32,36,26,81,157.0,109.037456688
2089,2090,26598,0,252,2,5,1.0,3,True,False,4,19,19,32,7,2,2,2.0,164,89,5,5,3,1,2,48.1282840237,2,4,4,3,3,2,2,1,3.0,1,18.0,38.9047501237,0.04867113,0.001937804,36.0,77.8095002474,0.0,0.0,2,-113,165,259,173,257,266,289,222,188,117.0,160.421691787
96,96,15163,0,662,2,1,11.0,4,False,False,1,21,21,13,0,1,3,2.0,1,102,1,1,4,1,15,28.0,15,4,4,2,2,5,1,1,55.0,1,19.0,30.0,0.023309003,0.002041229,38.0,60.0,0.015534303,0.0010637,2,-139,70,91,80,155,151,165,96,67,175.0,161.766498738
1928,1929,24996,0,816,2,5,1.0,5,True,False,4,44,44,72,9,3,2,2.0,0,38,5,5,1,2,5,60.0,5,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.036563734,0.004551844,100.0,110.0,0.028260656,0.002689693,2,-54,191,241,187,299,313,336,253,196,285.0,252.911005868
3073,3074,31158,0,724,2,10,2.0,9,True,False,1,21,21,3,8,1,2,2.0,45,103,6,6,2,1,1,28.0,1,4,4,7,7,2,2,1,10.0,1,28.0,0.0,0.075482522,0.003774126,56.0,0.0,0.075482522,0.003396713,2,-108,194,333,245,320,376,399,293,259,138.0,96.8037699914
566,566,15946,0,1159,2,9,1.0,5,False,False,3,40,40,28,2,1,1,2.0,2,28,2,2,1,2,2,35.0,1,4,4,3,3,2,1,1,2.0,2,30.0,30.0,0.02232773,0.01561673,60.0,60.0,0.02232773,0.010921717,2,-51,51,64,42,84,70,74,72,44,93.0,116.308629642
1560,1561,19614,0,503,2,0,1.0,3,False,False,1,22,22,35,2,2,1,3.0,1,119,1,1,1,1,6,42.0,6,4,4,2,2,2,1,1,6.0,1,42.0,42.0,0.030910093,0.001898989,84.0,84.0,0.020606729,0.001016146,2,-64,80,77,84,103,108,120,102,64,137.0,142.194890565
1256,1256,17665,0,249,2,1,1.0,6,False,False,1,22,22,1,2,0,1,3.0,1,122,21,21,1,1,5,20.0,5,4,4,24,24,2,1,1,5.0,1,20.0,20.0,0.007010817,0.002463562,40.0,40.0,0.004673878,0.001071852,2,-67,108,189,124,176,171,185,168,133,35.0,69.9696227203
2912,2913,30447,1,191,2,1,1.0,5,True,False,1,22,22,32,8,2,2,3.0,194,120,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-91,243,380,276,375,419,441,352,292,202.0,179.347053747
4156,4172,38788,1,208,2,1,4.0,5,True,False,1,22,22,3,8,1,2,3.0,191,122,3,3,1,2,40,47.0,13,4,4,4,4,2,2,1,40.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-89,295,441,331,462,500,525,424,339,114.0,101.864961898
